Palabras;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
refinar;0;0;0;0;0;0;0;0
refinamiento;0;0;0;0;0;0;0;0
refinería;0;0;0;0;0;0;0;0
refinación;0;0;0;0;0;0;0;0
repararse;0;0;0;0;0;0;0;0
reflejar;0;0;0;0;0;0;0;0
reflejando;0;0;0;0;0;0;0;0
reflexión;0;0;0;0;0;0;0;0
reflexivo;0;0;0;0;0;0;0;0
reflector;0;0;0;0;0;0;0;0
reflejo;0;0;0;0;0;0;1;0
reflujo;0;0;1;0;0;0;0;0
reforma;0;0;0;0;0;0;0;0
reforma;0;0;0;0;0;0;0;0
reformador;0;0;0;0;0;0;0;0
refracción;0;0;0;0;0;0;0;0
refractor;0;0;0;0;0;0;0;0
refractario;0;0;0;0;0;0;0;0
estribillo;0;0;0;0;0;0;0;0
abstenerse;0;0;0;0;0;0;0;0
refrescante;0;0;0;0;0;0;0;0
refrigerar;0;0;0;0;0;0;0;0
refrigeración;0;0;0;0;0;0;0;0
refrigerador;0;0;0;0;0;0;0;0
refugio;0;0;0;0;0;0;0;0
refugiado;0;0;0;0;0;1;0;0
reembolso;0;0;0;0;0;0;0;0
restaurar;0;0;0;0;0;0;0;0
negativa;0;0;0;0;0;0;0;0
desperdicios;0;0;0;0;0;0;0;0
rechazado;0;0;0;0;0;1;0;0
rechazando;0;0;0;0;0;0;0;0
refutación;0;0;0;1;0;0;0;0
refutar;0;0;0;0;0;0;0;0
recuperar;0;0;0;0;0;0;0;0
real;0;0;0;0;0;0;0;1
insignias reales;0;0;0;0;0;0;0;0
regata;0;1;0;0;0;0;0;0
regencia;0;0;0;0;0;0;0;0
regenerado;0;0;0;0;0;0;0;0
regeneración;0;0;0;0;0;0;0;0
regente;0;0;0;0;0;0;0;1
régimen;0;0;0;0;0;0;0;0
régimen;0;0;0;0;0;0;0;0
regimiento;0;0;0;1;0;0;0;0
región;0;0;0;0;0;0;0;0
regional;0;0;0;0;0;0;0;0
regionalismo;0;0;0;0;0;0;0;0
registro;0;0;0;0;0;0;0;0
registrador;0;0;0;0;0;0;0;0
registro;0;0;0;0;0;0;0;0
registro;0;0;0;0;0;0;0;1
regreso;0;0;0;0;0;0;0;0
regresión;0;0;0;0;0;0;0;0
regresivo;0;0;0;0;0;0;0;0
lamentar;0;0;0;0;0;1;0;0
lamentable;0;0;0;0;0;1;0;0
arrepentido;0;0;0;0;0;1;0;0
lamentando;0;0;0;0;0;1;0;0
regular;0;0;0;0;0;0;0;0
regularidad;0;1;0;0;0;0;0;1
clientes habituales;0;0;0;0;0;0;0;0
regular;0;0;0;0;0;0;0;0
regulado;0;0;0;0;0;0;0;0
regulación;0;0;0;0;0;0;0;0
regulador;0;0;0;1;0;0;0;0
regurgitación;0;0;1;0;0;0;0;0
rehabilitar;0;0;0;0;0;0;0;0
rehabilitación;0;1;0;0;0;0;0;0
ensayo;0;0;0;0;0;0;0;0
reinado;0;0;0;0;0;0;0;0
reembolsar;0;0;0;0;0;0;0;0
reembolso;0;0;0;0;0;0;0;1
rienda;0;0;0;0;0;0;0;0
reno;0;0;0;0;0;0;0;0
reforzarse;0;0;0;0;0;0;0;0
reforzamiento;0;0;0;0;0;0;0;1
refuerzos;0;0;0;0;0;0;0;1
riñones;0;0;0;0;0;0;0;0
reinstalar;0;0;0;0;0;0;0;0
reintegrar;0;0;0;0;0;0;0;0
reinstalación;0;0;0;0;0;0;0;0
reinvertir;0;0;0;0;0;0;0;0
reinversión;0;0;0;0;0;0;0;0
reiterar;0;0;0;0;0;0;0;0
rechazar;1;0;0;1;0;1;0;0
rechazado;0;0;0;0;0;0;0;0
rechazo;1;0;1;1;0;1;0;0
rechaza;1;0;0;1;0;1;0;0
alegrarse;0;1;0;0;1;0;1;1
alegría;0;1;0;0;1;0;1;0
reunirse con;0;0;0;0;0;0;0;0
rejuvenecer;0;0;0;0;0;0;0;0
rejuvenecido;0;0;0;0;0;0;0;0
reavivar;0;1;0;1;1;0;1;0
recaída;0;0;0;1;0;1;0;0
relacionar;0;0;0;0;0;0;0;0
relacionado;0;0;0;0;0;0;0;1
relación;0;0;0;0;0;0;0;0
relación;0;0;0;0;0;0;0;0
relativo;0;0;0;0;0;0;0;1
relatividad;0;0;0;0;0;0;0;0
relajante;0;0;0;0;0;0;0;0
relajación;0;0;0;0;0;0;0;0
relajado;0;0;0;0;0;0;0;0
relé;0;0;0;0;0;0;0;0
lanzamiento;0;0;0;0;0;0;0;0
liberado;0;0;0;0;0;0;0;0
descenso;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
pertinente;0;0;0;0;0;0;0;1
confiabilidad;0;0;0;0;0;0;0;1
de confianza;0;0;0;0;0;0;0;1
dependencia;0;0;0;0;0;0;0;1
reliquia;0;0;0;0;0;0;0;0
reliquias;0;0;0;0;0;1;0;0
alivio;0;0;0;0;0;0;0;0
aliviar;0;0;0;0;0;0;0;0
religión;0;0;0;0;0;0;0;1
religioso;0;0;0;0;0;0;0;0
renunciar;0;0;0;0;0;0;0;0
saborear;0;0;0;0;0;0;0;0
reluctancia;0;0;0;0;0;0;0;0
reacio;0;0;0;1;0;0;0;0
recordatorio;0;0;0;0;0;0;0;0
restante;0;0;0;0;0;0;0;0
permanece;0;0;1;1;0;0;0;1
rehacer;0;0;0;0;0;0;0;0
preventivo;1;0;0;0;0;0;0;0
observación;0;0;0;0;0;0;0;0
notable;0;0;0;0;1;0;1;1
NO TRANSLATION;0;0;0;0;0;0;0;0
remediador;0;0;0;0;0;0;0;0
remedio;0;1;0;0;1;0;0;1
recuerda;0;0;0;0;0;0;0;0
recordado;0;0;0;0;0;0;0;0
recordando;0;0;0;0;0;0;0;0
recuerdo;0;0;0;0;0;0;0;0
recordar;0;0;0;0;0;0;0;0
recordatorio;0;0;0;0;0;0;0;0
descuidado;1;0;1;0;0;1;0;0
remisión;0;0;0;0;0;0;0;0
remitir;0;0;0;0;0;0;0;0
remesa;0;0;0;0;0;0;0;0
residuo;0;0;0;0;0;0;0;0
remodelar;0;0;0;0;0;0;0;0
remordimiento;0;0;0;0;0;1;0;0
remoto;0;0;0;0;0;0;0;0
lejanía;0;0;0;0;0;0;0;0
eliminación;0;0;0;0;0;0;0;0
retirar;1;0;0;1;0;1;0;0
remuneración;0;0;0;0;0;0;0;0
Renacimiento;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
hacer;0;0;0;0;0;0;0;0
representación;0;0;0;0;0;0;0;0
cita;0;0;0;0;0;0;0;0
interpretación;0;0;0;0;0;0;0;0
renegado;1;0;0;0;0;0;0;0
renovación;0;0;0;0;0;0;0;0
renuncia;1;0;0;0;0;0;0;0
renovar;0;1;0;0;0;0;0;0
renovado;0;0;0;0;0;0;0;0
renovación;0;1;0;0;1;0;0;0
renombre;0;0;0;0;0;0;0;0
renombrado;0;0;0;0;0;0;0;0
alquilar;0;0;0;0;0;0;0;0
alquiler;0;0;0;0;0;0;0;0
inquilino;0;0;0;0;0;0;0;0
renuncia;0;0;0;0;0;0;0;0
reorganización;0;0;0;0;0;0;0;0
reorganizar;0;0;0;0;0;0;0;0
reparar;0;0;0;0;0;0;0;0
reparación;0;0;0;0;0;0;0;1
pagar;1;1;0;0;1;0;0;1
reembolso;0;0;0;0;0;0;0;0
revocar;0;0;0;0;0;0;0;0
repetir;0;0;0;0;0;0;0;0
repetido;0;0;0;0;0;0;0;0
repetidamente;0;0;0;0;0;0;0;0
reloj de repetición;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;1;1;0;0;0;0
repelente;1;0;1;1;0;0;0;0
repeler;0;0;1;0;0;0;0;0
arrepentirse;0;0;0;1;0;0;0;0
arrepentimiento;0;0;0;0;0;0;0;0
repertorio;0;0;0;0;0;0;0;0
repertorio;0;0;0;0;0;0;0;0
repetición;0;0;0;0;0;0;0;0
reemplazar;0;0;0;0;0;0;0;0
reemplazo;0;0;0;0;0;0;0;0
reponer;0;0;0;0;0;0;0;0
repleto;0;0;0;0;0;0;0;0
replicación;0;0;0;0;0;0;0;0
respuesta;0;0;0;0;0;0;0;0
informe;0;0;0;0;0;0;0;0
reportado;0;0;0;0;0;0;0;0
reportero;0;0;0;0;0;0;0;1
reposo;0;0;0;0;0;0;0;0
reposicionar;0;0;0;0;0;0;0;0
repositorio;0;0;0;0;0;0;0;0
representación;0;0;0;0;0;0;0;0
representante;0;0;0;0;0;0;0;0
representado;0;0;0;0;0;0;0;0
representando;0;1;0;0;0;0;0;0
reprimir;0;0;0;0;0;1;0;0
reprimido;0;0;0;0;0;0;0;0
represión;0;0;0;1;0;0;0;0
indulto;0;0;0;0;0;0;0;0
reprimenda;1;0;0;0;0;0;0;0
reimprimir;0;0;0;0;0;0;0;0
represalia;1;0;0;1;0;1;0;0
vuelta;0;0;0;0;0;0;0;0
reproche;1;0;1;0;0;1;0;0
reproducir;0;0;0;0;0;0;0;0
reproducción;0;0;0;0;0;0;0;0
reproductivo;0;0;0;0;1;0;0;0
reptil;0;0;0;0;0;0;0;0
república;0;0;0;0;0;0;0;0
republicano;0;0;0;0;0;0;0;0
repudio;1;0;1;0;0;0;0;0
repulsión;0;0;1;1;0;0;0;0
readquirir;0;0;0;0;0;0;0;0
acreditado;0;0;0;0;0;0;0;1
reputación;0;0;0;0;0;0;0;0
reputación;0;0;0;0;0;0;0;0
solicitud;0;0;0;0;0;0;0;0
réquiem;0;0;0;0;0;1;0;0
necesario;0;0;0;0;0;0;0;0
requisito;0;0;0;0;0;0;0;0
requisito;0;0;0;0;0;0;0;0
requisar;0;0;0;0;0;0;0;0
rescindir;0;0;0;0;0;0;0;0
rescisión;0;0;0;0;0;0;0;0
rescate;0;1;0;0;1;0;1;1
investigación;0;0;0;0;0;0;0;0
resección;0;0;0;1;0;0;0;0
semejanza;0;0;0;0;0;0;0;0
parecerse a;0;0;0;0;0;0;0;0
parecido a;0;0;0;0;0;0;0;0
resentirse de;1;0;0;0;0;0;0;0
resentido;1;0;0;0;0;0;0;0
resentimiento;1;0;1;0;0;1;0;0
reserva;0;0;0;0;0;0;0;0
reserva;0;0;0;0;0;0;0;0
reservado;0;0;0;0;0;0;0;0
reservas;0;0;0;0;0;0;0;0
depósito;0;0;0;0;0;0;0;0
residir;0;0;0;0;0;0;0;0
residencia;0;0;0;0;0;0;0;0
residencias;0;0;0;0;0;0;0;0
residente;0;0;0;0;0;0;0;0
residual;0;0;0;0;0;0;0;0
residuo;0;0;0;0;0;0;0;0
Renunciar;1;0;1;1;0;1;0;0
resignación;0;0;0;0;0;1;1;0
resignado;0;0;0;0;0;1;0;0
resistencia;0;0;0;0;0;0;0;0
elástico;0;0;0;0;0;0;0;0
resina;0;0;0;0;0;0;0;0
resistir;0;0;0;0;0;0;0;0
resistencia;1;0;0;0;0;0;0;0
resistente;0;0;0;1;0;0;0;0
resistiendo;1;0;0;1;0;1;0;0
resistador;0;0;0;0;0;0;0;0
resuelto;0;0;0;0;0;0;0;0
resueltamente;0;0;0;0;0;0;0;0
resolución;0;0;0;0;0;0;0;0
resolver;0;0;0;0;0;0;0;0
resuelto;0;0;0;0;0;0;0;0
resonancia;0;0;0;0;0;0;0;0
resonante;0;0;0;0;0;0;0;0
resonar;0;0;0;0;0;0;0;0
resonador;0;0;0;0;0;0;0;0
recurso;0;0;0;0;0;0;0;0
resonante;0;0;0;0;0;0;0;0
recursos;0;0;0;0;1;0;0;1
el respeto;0;1;0;0;1;0;0;1
respetabilidad;0;0;0;0;0;0;0;0
respetable;0;0;0;0;0;0;0;1
respetado;0;0;0;0;0;0;0;0
respetuoso;0;0;0;0;0;0;0;1
respecto a;0;0;0;0;0;0;0;0
respectivo;0;0;0;0;0;0;0;0
saludos;0;0;0;0;0;0;0;1
respiración;0;0;0;0;0;0;0;0
respirador;0;0;0;0;0;0;0;0
respiro;0;0;0;0;1;0;0;1
resplandeciente;0;0;0;0;1;0;0;0
responder;0;0;0;0;0;0;0;0
demandado;0;0;0;0;0;0;0;0
respuesta;0;0;0;0;0;0;0;0
responsabilidad;0;0;0;0;0;0;0;0
responsable;0;0;0;0;0;0;0;1
sensible;0;1;0;0;0;0;0;1
descanso;0;0;0;0;0;0;0;0
restaurante;0;0;0;0;0;0;0;0
sosegado;0;0;0;0;0;0;0;0
restitución;1;0;0;0;0;0;0;0
inquietud;0;1;0;0;0;0;0;0
restauracion;0;0;0;0;0;0;0;0
restaurativo;0;1;0;0;1;0;0;1
restaurado;0;0;0;0;0;0;0;0
restaurando;0;0;0;0;0;0;0;0
contener;1;0;0;1;0;0;0;0
contenido;0;0;0;1;0;0;0;0
restricción;0;0;0;0;0;0;0;0
restringir;0;0;0;0;0;1;0;0
restringido;0;0;0;0;0;0;0;0
restricción;1;0;0;1;0;1;0;0
restrictivo;0;0;0;0;0;0;0;0
resultado;0;1;0;0;0;0;0;0
resultante;0;1;0;0;0;0;0;0
reanudación;0;0;0;0;0;0;0;0
Resurrección;0;0;0;0;0;0;0;0
resucitación;0;0;0;0;0;0;0;0
Al por menor;0;0;0;0;0;0;0;0
detallista;0;0;0;0;0;0;0;0
conservar;0;0;0;0;0;0;0;1
reteniendo;0;0;0;0;0;0;0;0
volver a tomar;0;0;0;0;0;0;0;0
tomar represalias;1;0;0;0;0;0;0;0
represalias;1;0;0;1;0;0;0;0
vengativo;1;0;0;0;0;0;0;0
retardar;0;0;1;1;0;1;0;0
retraso;0;0;0;0;0;0;0;0
retencion;0;0;0;0;0;0;0;0
retentivo;0;0;0;0;0;0;0;0
reticente;0;0;0;1;0;0;0;0
retina;0;0;0;0;0;0;0;0
retirado;0;0;0;0;0;0;0;0
Jubilación;0;1;0;1;1;1;0;1
saliente;0;0;0;0;0;0;0;0
recontado;0;0;0;0;0;0;0;0
retorta;0;0;0;0;0;0;0;0
recordar;0;0;0;0;0;0;0;0
retraer;1;0;0;0;0;0;0;0
retracción;0;0;0;0;0;0;0;0
reducción;0;0;0;1;0;0;0;0
venganza;1;0;0;1;0;1;0;0
recuperación;0;0;0;0;0;0;0;0
recuperar;0;0;0;0;0;0;0;0
perdiguero;0;0;0;0;0;0;0;0
retroactivo;0;0;0;0;0;0;0;0
retrógrado;0;0;0;0;0;0;0;0
retrospección;0;0;0;0;0;0;0;0
retrospectivo;0;0;0;0;0;0;0;0
retrospectivamente;0;0;0;0;0;0;0;0
regreso;0;0;0;0;0;0;0;0
reunión;0;1;0;0;0;0;0;1
revelar;0;0;0;0;0;0;0;0
jaranear;0;0;0;0;1;0;0;0
revelación;0;0;0;0;0;0;0;0
fiestas;0;0;0;0;1;0;0;0
venganza;1;1;0;1;0;0;1;0
ingresos;0;0;0;0;0;0;0;0
reverberación;0;0;0;0;0;0;0;0
reverenciar;0;1;0;0;1;0;0;1
reverencia;0;0;0;0;1;0;0;1
reverendo;0;0;0;0;1;0;0;0
reverente;0;0;0;0;0;0;0;0
ensueño;0;0;0;0;1;0;0;1
inversión;1;0;1;0;0;0;1;0
marcha atrás;0;0;0;0;0;0;0;0
reversión;0;0;0;0;0;0;0;0
revertir;0;0;0;0;0;0;0;0
revertir;0;0;0;0;0;0;0;0
revisión;0;0;0;0;0;0;0;0
crítico;0;0;0;0;0;0;0;0
revisar;0;0;0;0;0;0;0;0
revisión;0;0;0;0;0;0;0;0
volver a visitar;0;0;0;0;0;0;0;0
renacimiento;0;1;0;0;1;0;0;1
reanimar;0;1;0;0;0;0;0;0
revocación;0;0;0;0;0;0;0;0
revocar;1;0;1;1;0;1;0;0
revuelta;1;0;0;0;0;0;1;0
repugnante;1;0;1;1;0;0;0;0
revolución;1;1;0;1;0;1;1;0
revolucionario;0;0;0;0;0;0;0;0
revolucionar;0;0;0;0;0;0;0;0
girar;0;0;0;0;0;0;0;0
revólver;1;0;0;1;0;1;0;0
repugnancia;1;0;1;1;0;0;0;0
recompensa;0;1;0;0;1;0;1;1
retórica;0;0;0;0;0;0;0;0
retórico;0;0;0;0;0;0;0;0
reumatismo;1;0;0;1;0;1;0;0
rima;0;0;0;0;0;0;0;0
rimador;0;0;0;0;0;0;0;0
ritmo;0;0;0;0;0;0;0;0
rítmico;0;0;0;0;1;0;1;0
costilla;0;0;0;0;0;0;0;0
acanalado;0;0;0;0;0;0;0;0
cinta;1;1;0;0;1;0;0;0
arroz;0;0;0;0;0;0;0;0
riqueza;0;0;0;0;0;0;0;0
riqueza;0;0;0;0;0;0;0;0
almiar;0;0;0;0;0;0;0;0
raquítico;0;0;0;0;0;0;0;0
eliminar;0;0;0;0;0;0;0;0
libramiento;0;0;0;0;0;0;0;0
enigma;0;0;0;0;0;0;1;0
acribillado;0;0;0;0;0;0;0;0
paseo;0;0;0;0;0;0;0;0
jinete;0;0;0;0;0;0;0;0
cresta;0;0;0;0;0;0;0;0
ridículo;1;0;1;0;0;1;0;0
ridículo;1;0;1;0;0;0;0;0
equitación;0;0;0;0;0;0;0;0
abundante;0;0;0;0;0;0;0;0
rifle;1;0;0;1;0;0;0;0
rifles;0;0;0;0;0;0;0;0
grieta;0;0;0;0;0;0;0;0
aparejo;0;0;0;0;0;0;0;0
aparejo;0;0;0;0;0;0;0;0
justo;0;0;0;0;0;0;0;0
legítimo;0;0;0;0;0;0;0;0
correctamente;0;0;0;0;0;0;0;0
rígido;0;0;0;0;0;0;0;0
rigidez;0;0;0;0;0;0;0;0
rigor;0;0;1;1;0;0;0;0
riguroso;0;0;0;0;0;0;0;0
borde;0;0;0;0;0;0;0;0
corteza;0;0;0;0;0;0;0;0
anillo;0;0;0;0;0;0;0;0
campanero;1;0;0;0;0;0;0;0
zumbido;0;0;0;0;0;0;0;0
pista;0;0;0;0;0;0;0;0
enjuague;0;0;0;0;0;0;0;0
alboroto;1;0;0;1;0;0;0;0
desenfrenado;1;0;0;1;0;0;1;0
ribereño;0;0;0;0;0;0;0;0
maduro;0;0;0;0;0;0;0;0
madurar;0;1;0;0;0;0;0;0
madurez;0;0;0;0;0;0;0;0
onda;0;0;0;0;0;0;0;0
subir;0;0;0;0;0;0;0;0
creciente;0;1;0;0;1;0;0;0
riesgo;0;1;0;1;0;0;0;0
arriesgado;0;1;0;1;0;0;0;0
rito;0;0;0;0;0;0;0;0
ritual;0;0;0;0;0;0;0;0
ritualista;0;0;0;0;0;0;0;0
rival;0;0;0;0;0;0;0;0
rivalidad;1;0;0;0;0;0;0;0
río;0;0;0;0;0;0;0;0
orilla del río;0;0;0;0;0;0;0;0
remache;0;0;0;0;0;0;0;0
remachado;0;0;0;0;0;0;0;0
remachado;0;0;0;0;0;0;0;0
la carretera;0;0;0;0;0;0;0;0
carreteras;0;0;0;0;0;0;0;0
coche de turismo;0;0;0;0;1;0;0;1
calzada;0;0;0;0;0;0;0;0
vagar;0;0;0;0;0;0;0;0
rugido;0;0;0;0;0;0;0;0
asado;0;0;0;0;0;0;0;0
robar;1;0;1;1;0;1;0;0
ladrón;0;0;1;1;0;0;0;0
robo;1;0;1;1;0;1;0;0
túnica;0;0;0;0;0;0;0;0
robot;0;0;0;0;0;0;0;0
robótica;0;0;0;0;0;0;0;0
robusto;0;0;0;0;0;0;0;0
roc;0;0;0;0;0;0;0;0
rock;0;0;0;0;0;0;0;0
cohete;1;0;0;0;0;0;0;0
rocas;0;0;0;0;0;0;0;0
barra;0;0;0;1;0;0;0;1
hueva;0;0;0;0;0;0;0;0
pícaro;0;0;1;0;0;0;0;0
papel;0;0;0;0;0;0;0;0
rodar;0;0;0;0;0;0;0;0
rodillo;0;0;0;0;0;0;0;0
rodillos;0;0;0;0;0;0;0;0
alegre;0;0;0;0;1;0;0;0
laminación;0;0;0;0;0;0;0;0
romance;0;1;0;1;1;1;1;1
romántico;0;1;0;0;1;0;0;1
romanticismo;0;0;0;0;1;0;0;0
retozar;0;0;0;0;1;0;0;0
techo;0;0;0;0;0;0;0;0
torre;1;0;1;0;0;0;0;0
habitación;0;0;0;0;0;0;0;0
espacioso;0;0;0;0;0;0;0;0
gallinero;0;0;0;0;0;0;0;0
gallo;0;0;0;0;0;0;0;0
raíz;0;0;0;0;0;0;0;0
enraizado;0;0;0;0;0;0;0;1
cuerda;0;0;0;0;0;0;0;0
rosario;0;0;0;0;0;0;0;0
Rosa;0;0;0;0;0;0;0;0
Romero;0;0;0;0;0;0;0;0
rosetón;0;0;0;0;0;0;0;0
lista;0;0;0;0;0;0;0;0
rosado;0;0;0;0;0;0;0;0
putrefacción;0;0;1;1;0;1;0;0
lista;0;0;0;0;0;0;0;1
giratorio;0;0;0;0;0;0;0;0
girar;0;0;0;0;0;0;0;0
rotación;0;0;0;0;0;0;0;0
rutina;0;0;0;0;0;0;0;0
rotor;0;0;0;0;0;0;0;0
podrido;0;0;1;0;0;0;0;0
colorete;0;0;0;0;0;0;0;0
áspero;0;0;0;0;0;0;0;0
aproximadamente;0;0;0;0;0;0;0;0
aspereza;0;0;0;0;0;0;0;0
ruleta;0;1;0;0;0;0;0;0
redondo;0;0;0;0;0;0;0;0
rotonda;0;0;0;0;0;0;0;0
redondeado;0;0;0;0;0;0;0;0
redondeo;0;0;0;0;0;0;0;0
despertar;0;0;0;0;0;0;0;0
rouser;0;0;0;0;0;0;0;0
conmovedor;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
ruta;0;0;0;0;0;0;0;0
rutina;0;0;0;0;0;0;0;1
vagabundo;0;0;0;0;0;0;0;0
errabundo;0;0;0;0;0;0;0;0
fila;1;0;0;0;0;0;0;0
ruidoso;0;0;0;0;0;0;0;0
real;0;0;0;0;0;0;0;0
realeza;0;0;0;0;0;0;0;0
frotar;0;0;0;0;0;0;0;0
caucho;0;0;0;0;0;0;0;0
cauchos;0;0;0;0;0;0;0;0
frotamiento;0;0;0;0;0;0;0;0
basura;0;0;1;0;0;0;0;0
escombros;0;0;0;1;0;1;0;0
rúbrica;0;0;0;0;0;0;0;0
rubí;0;0;0;0;0;0;0;0
timón;0;0;0;0;0;0;0;0
rubicundo;0;0;0;0;0;0;0;0
rudimentario;0;0;0;0;0;0;0;0
rudimentos;0;0;0;0;0;0;0;0
ruda;0;0;0;0;0;1;0;0
fallar;0;0;0;0;0;0;0;0
volante fruncido;0;0;0;0;0;0;0;0
alfombra;0;0;0;0;0;0;0;0
escabroso;0;0;0;0;0;0;0;0
ruina;0;0;0;1;0;1;0;0
arruinado;1;0;1;1;0;1;0;0
ruinoso;1;0;1;1;0;1;0;0
restos;0;0;0;0;0;0;0;0
regla;0;0;0;1;0;0;0;1
regla;0;0;0;0;0;0;0;0
decisión;0;0;0;0;0;0;0;0
Ron;0;0;0;0;0;0;0;0
retumbar;0;0;0;0;0;0;0;0
hurgar;0;0;0;0;0;0;0;0
rumor;0;0;0;0;0;1;0;0
rumorea;0;0;0;0;0;0;0;0
grupa;0;0;0;0;0;0;0;0
huir;0;0;0;0;0;1;0;0
runas;0;0;0;0;0;0;0;0
peldaño;0;0;0;0;0;0;0;0
corredor;0;0;0;0;0;0;0;0
corriendo;0;0;0;0;0;0;0;0
pista;0;0;0;0;0;0;0;0
ruptura;0;0;0;1;0;1;1;0
rural;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
prisa;0;0;0;0;0;0;0;0
moho;0;0;0;0;0;0;0;0
rústico;0;0;0;0;0;0;0;0
crujido;0;0;0;0;0;0;0;0
oxidado;0;0;0;0;0;0;0;0
rodera;0;0;0;0;0;0;0;0
piedad;0;0;0;0;0;0;0;0
implacable;1;0;1;1;0;0;0;0
centeno;0;0;0;0;0;0;0;0
NO TRANSLATION;1;0;0;1;0;0;0;0
sable;0;0;0;0;0;0;0;0
sabotaje;1;0;1;1;0;1;1;0
saco;0;0;0;0;0;0;0;0
saco;0;0;0;0;0;0;0;0
sacramento;0;0;0;0;0;0;0;0
sagrado;0;0;0;0;0;0;0;0
sacrificios;0;0;1;1;0;1;0;0
sillín;0;0;0;0;0;0;0;0
tristemente;0;0;0;0;0;1;0;0
tristeza;0;0;0;0;0;1;0;1
seguro;0;0;0;0;1;0;0;1
salvaguardia;0;0;0;0;0;0;0;1
custodia;0;0;0;0;0;0;0;1
la seguridad;0;0;0;0;0;0;0;0
azafrán;0;0;0;0;0;0;0;0
hundimiento;0;0;0;1;0;0;0;0
saga;0;0;0;0;0;0;0;0
sabio;0;0;0;0;0;0;0;1
vela;0;0;0;0;0;0;0;0
navegación;0;0;0;0;0;0;0;0
marinero;0;0;0;0;0;0;0;0
Smo;0;1;0;0;1;0;1;1
santo;0;1;0;0;1;0;1;1
ensalada;0;0;0;0;0;0;0;0
salamandra;0;0;0;0;0;0;0;0
salario;0;1;0;0;1;0;0;1
venta;0;0;0;0;0;0;0;0
vendedor;0;0;0;0;0;0;0;0
saliente;0;0;0;0;0;0;0;0
salina;0;0;0;0;0;0;0;0
saliva;0;1;0;0;0;0;0;0
salida;0;0;0;0;0;0;1;0
salón;0;0;0;0;0;0;0;0
salón;1;0;0;0;0;0;0;0
sal;0;0;0;0;0;0;0;0
salado;0;0;0;0;0;0;0;0
saludable;0;0;0;0;1;0;0;1
saludo;0;0;0;0;0;0;0;0
saludo;0;0;0;0;1;0;0;0
salvar;0;0;0;0;0;0;0;0
salvación;0;1;0;0;1;0;0;1
ungüento;0;0;0;0;0;0;0;0
samba;0;0;0;0;0;0;0;0
igualdad;0;0;0;0;0;0;0;0
samurai;0;0;0;1;0;0;0;0
santificación;0;0;0;0;1;0;0;1
santificado;0;0;0;0;0;0;0;0
santificar;0;1;0;0;1;1;1;1
sanción;0;0;0;0;0;0;0;0
sancionada;0;0;0;0;0;0;0;0
santidad;0;0;0;0;0;0;0;0
santuario;0;1;0;0;1;0;0;1
arena;0;0;0;0;0;0;0;0
sandalia;0;0;0;0;0;0;0;0
lijadora;0;0;0;0;0;0;0;0
playa;0;0;0;0;0;0;0;0
arenoso;0;0;0;0;0;0;0;0
cuerdo;0;0;0;0;0;0;0;0
optimista;0;0;0;0;0;0;0;0
sanitario;0;0;0;0;0;0;0;0
cordura;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
savia;0;0;0;0;0;1;0;0
zafiro;0;0;0;0;0;0;0;0
lleno de savia;0;0;0;0;0;0;0;1
sarcasmo;1;0;1;0;0;1;0;0
sarcoma;0;0;0;1;0;1;0;0
sardónico;0;0;0;0;0;0;0;0
faja;0;0;0;0;0;0;0;0
satánico;1;0;0;0;0;0;0;0
cartera;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
satélite;0;0;0;0;0;0;0;0
satín;0;0;0;0;0;0;0;0
sátira;0;0;0;0;0;0;0;0
satírico;0;0;0;0;0;0;0;0
satisfacción;0;0;0;0;0;0;0;0
satisfactoriamente;0;0;0;0;0;0;0;0
satisfecho;0;0;0;0;1;0;0;0
saturar;0;0;0;0;0;0;0;0
saturado;0;0;1;0;0;0;0;0
saturación;0;0;0;0;0;0;0;0
salsa;0;0;0;0;0;0;0;0
cacerola;0;0;0;0;0;0;0;0
platillo;0;0;0;0;0;0;0;0
fresco;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
sauna;0;0;0;0;0;0;0;0
salvaje;1;0;0;1;0;0;0;0
salvajismo;1;0;0;1;0;0;0;0
sabana;0;0;0;0;0;0;0;0
salvar;0;0;0;0;1;0;0;1
ahorro;0;0;0;0;0;0;0;0
ahorros;0;0;0;0;0;0;0;0
saborear;0;1;1;0;1;1;0;1
sabroso;0;0;0;0;0;0;0;0
comprensión;0;0;0;0;0;0;0;0
serrín;0;0;0;0;0;0;0;0
saxófono;0;0;0;0;0;0;0;0
saxofón;0;0;0;0;0;0;0;0
costra;0;0;0;0;0;0;0;0
