,Palabras,frecuencia,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,enfado,anticipacion,asco,miedo,alegria,tristeza,sorpresa,confianza
1037,gestionar,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1038,desaparecido,4,0,0,0,1,0,1,0,0,0,0,0,4,0,4,0,0
1039,desaparecido,4,0,0,0,1,0,1,1,0,0,0,0,4,0,4,4,0
1040,deuda,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
1041,tipo,4,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,4
1042,tipo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,gobernante,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,aeropuerto,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1045,despedida,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,rechaza,4,1,0,0,1,0,1,0,0,4,0,0,4,0,4,0,0
1047,bronce,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,miembro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,miembro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,concierto,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,concierto,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,insostenible,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,insostenible,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,cuidado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,cuidado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,fraudulento,4,1,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0
1057,reunirse,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,digno,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,digno,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,digno,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1061,desastre,4,1,0,1,1,0,1,1,0,4,0,4,4,0,4,4,0
1062,perfil,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,menor,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
1064,menor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,menor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,federal,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,corriendo,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,plagio,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
1069,abuso,4,1,0,1,1,0,1,0,0,4,0,4,4,0,4,0,0
1070,apuesta,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,apuesta,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,apuesta,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,continuar,4,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,4
1074,continuar,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
1075,huir,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
1076,planeta,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,bueno,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,bueno,4,0,1,0,0,1,0,1,1,0,4,0,0,4,0,4,4
1079,bueno,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,voluntad,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,orden,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,orden,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,escoger,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,endurecer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,endurecer,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,nervioso,4,0,1,0,1,0,0,0,0,0,4,0,4,0,0,0,0
1087,saludos,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1088,continente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,continente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,contribuir,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,castigar,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
1092,pendiente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,gritar,4,1,0,1,1,0,0,1,0,4,0,4,4,0,0,4,0
1094,gritar,4,1,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0
1095,oferta,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,oferta,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,oferta,4,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,4
1098,muerto,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,cargado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,cargado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,logro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,logro,4,0,1,0,0,1,0,0,1,0,4,0,0,4,0,0,4
1103,logro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,principio,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,principio,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,abandonado,4,1,0,0,1,0,1,0,0,4,0,0,4,0,4,0,0
1107,abandonado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,abandonado,4,1,0,1,1,0,1,0,0,4,0,4,4,0,4,0,0
1109,abandonado,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
1110,abandonado,4,1,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0
1111,barrera,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1112,ofensiva,4,1,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0
1113,evento,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,juicio,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
1115,buscar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,buscar,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1117,privado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,privado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,privado,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1120,ola,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,discapacidad,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
1122,discapacidad,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,provincia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,mentira,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1125,mentira,4,1,0,1,0,0,1,0,0,4,0,4,0,0,4,0,0
1126,tribunales,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,brillante,4,0,1,0,0,1,0,0,1,0,4,0,0,4,0,0,4
1128,brillante,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,brillante,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,brillante,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,brillante,4,0,1,0,0,1,0,0,0,0,4,0,0,4,0,0,0
1132,brillante,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,firma,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,firma,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1135,constancia,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1136,suficiente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,suficiente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,frontera,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,frontera,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,detalles,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,aceptar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,comprometido,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1143,comprometido,4,0,1,0,0,1,0,0,1,0,4,0,0,4,0,0,4
1144,territorio,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,buscando,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,cambiado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,ayuda,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,comprar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,contenido,4,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,4
1150,contenido,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,contenido,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
1152,llamado,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,seguro,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1154,seguro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,seguro,4,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,4
1156,mil,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,obra,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,agente,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,oficina,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,oficina,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,indignante,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
1162,escenario,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,fecha,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,edificios,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,venganza,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1166,venganza,4,1,0,0,1,0,1,0,0,4,0,0,4,0,4,0,0
1167,venganza,4,1,1,0,1,0,0,1,0,4,4,0,4,0,0,4,0
1168,venganza,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1169,base,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1170,base,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,base,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1172,trabajado,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
1173,inseguridad,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0
1174,mapa,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,lanza,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,lanza,4,1,1,0,1,0,0,0,0,4,4,0,4,0,0,0,0
1177,estrategia,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,oro,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,partidista,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,enmienda,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,enemigo,4,1,0,1,1,0,0,0,0,4,0,4,4,0,0,0,0
1182,enemigo,4,1,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0
1183,renunciar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,renunciar,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,profesor,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1186,profesor,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
1187,inconstitucional,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,ejecutivo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,custodia,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1190,custodia,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1191,retrato,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,retrato,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,demostrar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,viaje,3,0,1,0,1,1,0,0,0,0,3,0,3,3,0,0,0
1195,viaje,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,viaje,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
1197,viaje,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1198,anual,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,minuto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,convencido,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1201,pago,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,once,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,retirada,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,retirada,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,ropa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,ropa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,consecuencia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,autopista,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,autopista,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,autopista,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,alentar,3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,3
1212,supervivencia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,almirante,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1214,ganador,3,0,1,0,0,1,0,1,0,0,3,0,0,3,0,3,0
1215,anunciar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,anunciar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,suspender,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,paseo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,paseo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,paseo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,valor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,valor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,valor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,complemento,3,0,1,0,0,1,0,1,1,0,3,0,0,3,0,3,3
1225,vivienda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,vivienda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,coronel,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1228,salto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,salto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,mandato,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,mandato,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,largo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,largo,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1234,natural,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,peligro,3,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0
1236,peligro,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1237,peligro,3,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0
1238,peligro,3,0,1,0,1,0,1,0,0,0,3,0,3,0,3,0,0
1239,mensaje,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,banco,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1241,banco,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,borrar,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1243,borrar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,cuento,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,crecer,3,0,1,0,0,1,0,0,1,0,3,0,0,3,0,0,3
1246,complicidad,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,coherente,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,joya,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1249,joya,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,duque,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,negando,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1252,depender,3,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3
1253,fiel,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1254,fiel,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,origen,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,origen,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,presente,3,0,1,0,0,1,0,1,1,0,3,0,0,3,0,3,3
1258,haz,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1259,haz,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,maestro,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,doble,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,doble,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,doble,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,infancia,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1265,infancia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,generosidad,3,0,1,0,0,1,0,0,1,0,3,0,0,3,0,0,3
1267,generosidad,3,0,1,0,0,1,0,1,1,0,3,0,0,3,0,3,3
1268,disfrutando,3,0,1,0,0,1,0,0,1,0,3,0,0,3,0,0,3
1269,donante,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,ampliar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,presidir,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,conciliar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,disturbios,3,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0
1274,ruina,3,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0
1275,ruina,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,ruina,3,1,0,1,1,0,1,1,0,3,0,3,3,0,3,3,0
1277,mero,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,barbarie,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,aumento,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,aumento,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,publicar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,infame,3,1,0,1,1,0,0,0,0,3,0,3,3,0,0,0,0
1283,paralela,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,preparado,3,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3
1285,preparado,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,esperar,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1287,esperar,3,0,1,0,0,0,0,1,1,0,3,0,0,0,0,3,3
1288,corto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,promover,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,color,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,cambiando,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,cambiando,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,servir,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1294,torneo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,productivo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,miseria,3,1,0,1,1,0,1,0,0,3,0,3,3,0,3,0,0
1297,lanzar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,lanzar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,mancha,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,mancha,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,mancha,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,mancha,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
1303,embajador,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1304,reunir,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,delicado,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,delicado,3,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0
1307,molestar,3,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0
1308,molestar,3,1,1,0,0,0,1,0,0,3,3,0,0,0,3,0,0
1309,derrotado,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
1310,asalto,3,1,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0
1311,asalto,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1312,academia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,par,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,dictador,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1315,gastos,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,gastos,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,instituto,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1318,extranjero,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1319,integridad,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1320,contento,3,0,1,0,0,1,0,0,1,0,3,0,0,3,0,0,3
1321,cocinar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,vender,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,aborto,3,0,0,1,1,0,1,0,0,0,0,3,3,0,3,0,0
1324,oficinas,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,absurdo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,absurdo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,absurdo,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
1328,absurdo,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
1329,art,3,0,1,0,0,1,1,1,0,0,3,0,0,3,3,3,0
1330,firmeza,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1331,revertir,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,revertir,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,fallecido,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
1334,aumentar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,aumentar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,aumentar,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1337,aumentar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,efecto,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,repugnante,3,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0
1340,repugnante,3,1,0,1,1,0,0,0,0,3,0,3,3,0,0,0,0
1341,hito,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,recordando,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,intento,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1344,consolidar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,actual,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,mejorando,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,mar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,mar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,crimen,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1350,crimen,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
1351,debilidad,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,ruptura,3,1,0,0,1,0,0,1,0,3,0,0,3,0,0,3,0
1353,ruptura,3,0,0,0,1,0,1,1,0,0,0,0,3,0,3,3,0
1354,ruptura,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
1355,pesadilla,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1356,tienda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,tienda,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,indecencia,3,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0
1359,historiador,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,explique,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1361,episodio,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,diccionario,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1363,hija,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
1364,alma,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,espionaje,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,voluntarios,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1367,figura,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,fondo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,fondo,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
1370,fondo,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,derrota,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,aires,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
1373,prohibir,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
1374,prohibir,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
